Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
320,Jeff Kunkel,26,TEX,AL,0.1,55,161,154,14,35,8,3,2,15,0,1,4,35,0.227,0.25,0.357,0.607,67,0.286,68,55,5,1,1,1,1,465/H7D81,,kunkeje01
321,Casey Candaele#,27,2TM,NL,-0.2,57,161,147,11,25,8,1,0,5,1,1,11,17,0.17,0.228,0.238,0.466,33,0.224,23,35,7,0,3,0,1,4/H895,,candaca01
322,Pat Borders,25,TOR,AL,0.8,56,160,154,15,42,6,3,5,21,0,0,3,24,0.273,0.285,0.448,0.733,103,0.32,93,69,5,0,2,1,0,2H/D45,,bordepa01
323,Sil Campusano,22,TOR,AL,-0.1,73,158,142,14,31,10,2,2,12,0,0,9,33,0.218,0.282,0.359,0.641,79,0.295,75,51,0,4,2,1,0,897H/D,,campusi01
324,Lloyd McClendon,29,CIN,NL,-0.3,72,157,137,9,30,4,0,3,14,4,0,15,22,0.219,0.301,0.314,0.615,75,0.302,75,43,6,2,1,2,1,H237/95,,mcclell01
325,Darrell Miller,30,CAL,AL,0.4,70,157,140,21,31,4,1,2,7,2,1,9,29,0.221,0.292,0.307,0.599,71,0.297,79,43,1,5,3,0,0,2H/78D,,milleda01
326,Jim Pankovits,32,HOU,NL,-0.1,68,153,140,13,31,7,1,2,12,2,1,8,28,0.221,0.272,0.329,0.6,75,0.274,66,46,1,2,2,1,0,4H5/3,,pankoji01
327,Greg Gross*,35,PHI,NL,-0.7,98,151,133,10,27,1,0,0,5,0,0,16,3,0.203,0.291,0.211,0.502,46,0.265,55,28,3,1,0,1,1,H793,,grossgr01
328,Mike Kingery*,27,SEA,AL,-0.2,57,146,123,21,25,6,0,1,9,3,1,19,23,0.203,0.313,0.276,0.589,64,0.286,63,34,1,1,1,1,1,8H93/7,,kingemi01
329,Paul Zuvella,29,CLE,AL,-0.7,51,146,130,9,30,5,1,0,7,0,0,8,13,0.231,0.275,0.285,0.56,56,0.271,53,37,3,0,8,0,0,6/H,,zuvelpa01
330,Shane Mack,24,SDP,NL,0.8,56,140,119,13,29,3,0,0,12,5,1,14,21,0.244,0.336,0.269,0.605,77,0.301,79,32,2,3,3,1,0,8/79H,,macksh01
331,John Cangelosi#,25,PIT,NL,0.9,75,139,118,18,30,4,1,0,8,9,4,17,16,0.254,0.353,0.305,0.658,93,0.327,102,36,0,1,3,0,0,H87/91,,cangejo01
332,Curt Ford*,27,STL,NL,-0.5,91,139,128,11,25,6,0,1,18,6,1,8,26,0.195,0.239,0.266,0.505,45,0.243,32,34,4,0,1,2,1,H79/38,,fordcu01
333,George Hendrick,38,CAL,AL,-0.1,69,139,127,12,31,1,0,3,19,0,1,7,20,0.244,0.283,0.323,0.605,72,0.281,70,41,2,1,1,3,1,H73/9D,,hendrge01
334,Joel Youngblood,36,SFG,NL,0.1,83,139,123,12,31,4,0,0,16,1,1,10,17,0.252,0.307,0.285,0.591,74,0.298,86,35,5,1,2,3,0,H79/8,,youngjo02
335,Leon Durham*,30,2TM,NL,0,45,138,124,14,27,9,1,4,8,0,1,14,32,0.218,0.297,0.403,0.7,96,0.305,84,50,0,0,0,0,3,3H,,durhale01
336,Al Pedrique,27,PIT,NL,-0.4,50,137,128,7,23,5,0,0,4,0,0,8,17,0.18,0.234,0.219,0.452,32,0.212,18,28,4,1,0,0,2,6/5H,,pedrial01
337,Bob Meacham#,27,NYY,AL,0.2,47,134,115,18,25,9,0,0,7,7,1,14,22,0.217,0.308,0.296,0.604,71,0.306,77,34,1,2,1,2,0,64/5H,,meachbo01
338,Lance Johnson*,24,CHW,AL,-0.9,33,132,124,11,23,4,1,0,6,6,2,6,11,0.185,0.223,0.234,0.457,29,0.243,34,29,1,0,2,0,0,8/HD,,johnsla03
339,Lee Mazzilli#,33,NYM,NL,-1.2,68,132,116,9,17,2,0,0,12,4,1,12,16,0.147,0.227,0.164,0.391,17,0.203,12,19,3,1,0,3,0,H37/9,,mazzile01
340,Junior Ortiz,28,PIT,NL,-0.3,49,132,118,8,33,6,0,2,18,1,4,9,9,0.28,0.336,0.381,0.717,108,0.326,114,45,6,2,1,2,0,2H,,ortizju01
341,Craig Biggio,22,HOU,NL,0.3,50,131,123,14,26,6,1,3,5,6,1,7,29,0.211,0.254,0.35,0.603,75,0.297,77,43,1,0,1,0,2,2/H,,biggicr01
342,Mackey Sasser*,25,NYM,NL,0.2,60,131,123,9,35,10,1,1,17,0,0,6,9,0.285,0.313,0.407,0.719,110,0.323,105,50,4,0,0,2,4,2H/59,,sassema01
343,Bill Schroeder,29,MIL,AL,-0.3,41,131,122,9,19,2,0,5,10,0,0,6,36,0.156,0.208,0.295,0.503,39,0.243,36,36,6,2,1,0,0,23/D,,schrobi01
344,Ron Jones*,24,PHI,NL,1.1,33,129,124,15,36,6,1,8,26,0,0,2,14,0.29,0.295,0.548,0.843,137,0.375,138,68,2,0,0,3,0,9/H,,jonesro02
345,Doug Jennings*,23,OAK,AL,-0.1,71,128,101,9,21,6,0,1,15,0,1,21,28,0.208,0.346,0.297,0.643,85,0.307,89,30,1,2,1,3,1,H73/9D,,jennido01
346,Charlie O'Brien,28,MIL,AL,0.3,40,127,118,12,26,6,0,2,9,0,1,5,16,0.22,0.252,0.322,0.574,59,0.27,57,38,3,0,4,0,0,2,,o'brich01
347,Jim Eppard*,28,CAL,AL,0,56,126,113,7,32,3,1,0,14,0,0,11,15,0.283,0.347,0.327,0.674,93,0.32,95,37,4,0,2,0,0,H7D/3,,epparji01
348,Keith Hughes*,24,BAL,AL,-0.6,41,126,108,10,21,4,2,2,14,1,0,16,27,0.194,0.294,0.324,0.618,76,0.283,67,35,3,0,0,2,1,9H/D,,hugheke01
349,Ron Karkovice,24,CHW,AL,0.3,46,126,115,10,20,4,0,3,9,4,2,7,30,0.174,0.228,0.287,0.515,44,0.243,36,33,1,1,3,0,0,2/H,,karkoro01
350,Stan Jefferson#,25,SDP,NL,-0.6,49,125,111,16,16,1,2,1,4,5,1,9,22,0.144,0.211,0.216,0.428,24,0.223,20,24,3,1,2,2,0,8H7,,jeffest01
351,Mark Parent,26,SDP,NL,0.8,41,125,118,9,23,3,0,6,15,0,0,6,23,0.195,0.232,0.373,0.605,72,0.301,84,44,1,0,0,1,0,2/H,,parenma01
352,Lonnie Smith,32,ATL,NL,0.6,43,125,114,14,27,3,0,3,9,4,2,10,25,0.237,0.296,0.342,0.638,80,0.308,84,39,0,0,0,1,0,7H,,smithlo01
353,Randy Velarde,25,NYY,AL,-0.3,48,125,115,18,20,6,0,5,12,1,1,8,24,0.174,0.24,0.357,0.597,66,0.281,67,41,3,2,0,0,0,465/H,,velarra01
354,Kirt Manwaring,22,SFG,NL,0.1,40,124,116,12,29,7,0,1,15,0,1,2,21,0.25,0.279,0.336,0.615,80,0.289,82,39,1,3,1,1,0,2/H,,manwaki01
355,Ted Simmons#,38,ATL,NL,-0.5,78,123,107,6,21,6,0,2,11,0,0,15,9,0.196,0.293,0.308,0.601,71,0.289,70,33,4,0,0,1,2,H32,,simmote01
356,Gary Roenicke,33,ATL,NL,-0.3,49,122,114,11,26,5,0,1,7,0,0,8,15,0.228,0.279,0.298,0.577,64,0.273,59,34,4,0,0,0,0,7H/938,,roeniga01
357,Jim Dwyer*,38,2TM,AL,0.3,55,122,94,9,24,1,0,2,18,0,0,25,19,0.255,0.41,0.33,0.74,111,0.341,108,31,1,1,0,2,4,DH/79,,dwyerji01
358,Mark Davidson,27,MIN,AL,0.4,100,119,106,22,23,7,0,1,10,3,3,10,20,0.217,0.288,0.311,0.599,67,0.293,76,33,3,1,1,1,0,9H/78D5,,davidma01
359,Gregg Jefferies#,20,NYM,NL,1.3,29,118,109,19,35,8,2,6,17,5,1,8,10,0.321,0.364,0.596,0.961,178,0.437,185,65,1,0,0,1,0,54/H,ROY-6,jeffegr01
360,Darryl Hamilton*,23,MIL,AL,0,44,117,103,14,19,4,0,1,11,7,3,12,9,0.184,0.274,0.252,0.526,48,0.268,53,26,2,1,0,1,0,9H/78D,,hamilda02
361,Brad Wellman,28,KCR,AL,0.3,71,116,107,11,29,3,0,1,6,1,2,6,23,0.271,0.322,0.327,0.649,82,0.293,77,35,1,2,1,0,0,4H6/5D,,wellmbr01
362,Jerry Royster,35,ATL,NL,-0.7,68,111,102,8,18,3,0,0,1,0,0,6,16,0.176,0.222,0.206,0.428,22,0.205,4,21,2,0,3,0,1,H85/7469,,roystje01
363,Terry McGriff,24,CIN,NL,0.2,35,109,96,9,19,3,0,1,4,1,0,12,31,0.198,0.284,0.26,0.545,56,0.277,60,25,3,0,0,1,0,2/H,,mcgrite01
364,Thad Bosley*,31,2TM,AL,-0.1,50,109,96,10,25,5,0,0,9,1,1,8,18,0.26,0.306,0.313,0.618,76,0.283,69,30,2,0,1,4,1,7H/D89,,bosleth01
365,Wallace Johnson#,31,MON,NL,0.7,86,107,94,7,29,5,1,0,3,0,2,12,15,0.309,0.387,0.383,0.77,119,0.358,129,36,2,0,1,0,1,H3/4,,johnswa03
366,Orel Hershiser,29,LAD,NL,-0.1,36,105,85,1,11,2,1,0,6,0,0,1,18,0.129,0.14,0.176,0.316,-9,0.153,-53,15,1,0,19,0,0,1/H,ASCYA-1MVP-6GG,hershor01
367,Graig Nettles*,43,MON,NL,-0.8,80,104,93,5,16,4,0,1,14,0,0,9,19,0.172,0.24,0.247,0.488,39,0.227,23,23,4,0,0,2,2,H5/3,,nettlgr01
368,Johnny Paredes,25,MON,NL,-0.3,35,104,91,6,17,2,0,1,10,5,2,9,17,0.187,0.282,0.242,0.523,50,0.256,43,22,1,3,1,0,0,4/H9,,paredjo01
369,Billy Jo Robidoux*,24,MIL,AL,-0.5,33,104,91,9,23,5,0,0,5,1,1,8,14,0.253,0.307,0.308,0.615,73,0.266,52,28,3,0,3,2,3,3/HD,,robidbi01
370,Randy Milligan,26,PIT,NL,0.2,40,103,82,10,18,5,0,3,8,1,2,20,24,0.22,0.379,0.39,0.769,124,0.369,141,32,2,1,0,0,0,3H/7,,millira01
371,Mike Laga*,28,STL,NL,-1.1,41,102,100,5,13,0,0,1,4,0,0,2,21,0.13,0.147,0.16,0.307,-12,0.16,-23,16,0,0,0,0,0,3/H,,lagami01
372,Dwight Gooden,23,NYM,NL,0.4,34,101,90,8,16,1,0,1,9,0,0,1,18,0.178,0.185,0.222,0.407,19,0.203,8,20,1,0,9,1,0,1,AS,goodedw01
373,Danny Jackson,26,CIN,NL,0.1,35,101,90,11,13,3,0,0,6,0,0,2,46,0.144,0.161,0.178,0.339,-4,0.174,-25,16,0,0,8,1,0,1,ASCYA-2MVP-9,jacksda02
374,Félix Fermín,24,PIT,NL,0.3,43,100,87,9,24,0,2,0,2,3,1,8,10,0.276,0.354,0.322,0.675,98,0.332,106,28,3,3,1,1,1,6/H,,fermife01
375,Tom Browning*,28,CIN,NL,0.1,41,98,83,7,12,2,0,0,4,3,0,5,24,0.145,0.193,0.169,0.362,3,0.192,-21,14,0,0,9,0,0,1/H,,brownto05
376,Barry Lyons,28,NYM,NL,-0.2,50,98,91,5,21,7,1,0,11,0,0,3,12,0.231,0.253,0.33,0.582,70,0.289,79,30,3,0,3,1,0,2H/3,,lyonsba01
377,Jim Adduci*,28,MIL,AL,-0.1,44,97,94,8,25,6,1,1,15,0,1,0,15,0.266,0.258,0.383,0.641,77,0.281,68,36,1,0,0,3,0,7DH/93,,adducji01
378,Greg Maddux,22,CHC,NL,0.4,37,97,96,13,19,3,0,0,5,1,0,0,22,0.198,0.198,0.229,0.427,20,0.223,18,22,1,0,1,0,0,1/H,AS,maddugr01
379,Juan Castillo#,26,MIL,AL,0,54,94,90,10,20,0,0,0,2,2,0,3,14,0.222,0.247,0.222,0.47,33,0.234,25,20,1,0,1,0,0,45H6/D7,,castiju01
380,Larry Owen,33,KCR,AL,0.1,37,94,81,5,17,1,0,1,3,0,0,9,23,0.21,0.304,0.259,0.564,60,0.271,55,21,0,2,2,0,0,2,,owenla01
381,Rick Reuschel,39,SFG,NL,-0.1,36,94,73,4,8,1,0,0,3,0,1,2,25,0.11,0.133,0.123,0.257,-24,0.151,-50,9,1,0,19,0,0,1,,reuscri01
382,Chuck Jackson,25,HOU,NL,0.4,46,93,83,7,19,5,1,1,8,1,1,7,16,0.229,0.286,0.349,0.635,85,0.277,69,29,2,0,2,1,4,5H/698,,jacksch03
383,Ron Darling,27,NYM,NL,0.7,34,92,82,4,18,4,2,0,4,0,0,1,21,0.22,0.229,0.317,0.546,59,0.254,48,26,1,0,9,0,0,1,,darliro01
384,Rick Renteria,26,SEA,AL,-0.7,31,91,88,6,18,9,0,0,6,1,3,2,8,0.205,0.222,0.307,0.529,45,0.242,42,27,3,0,1,0,0,D6/H54,,renteri01
385,Paul Runge,30,ATL,NL,-0.2,52,91,76,11,16,5,0,0,7,0,0,14,21,0.211,0.33,0.276,0.606,74,0.288,70,21,4,0,0,1,0,H5/46,,rungepa01
386,Dennis Martínez,34,MON,NL,0.1,34,90,78,2,15,2,0,0,7,0,0,1,25,0.192,0.213,0.218,0.43,22,0.198,-10,17,0,1,10,0,0,1,,martide01
387,Craig Worthington,23,BAL,AL,0.2,26,90,81,5,15,2,0,2,4,1,0,9,24,0.185,0.267,0.284,0.551,57,0.26,51,23,2,0,0,0,0,5,,worthcr01
388,Shawn Abner,22,SDP,NL,-0.8,37,89,83,6,15,3,0,2,5,0,1,4,19,0.181,0.225,0.289,0.514,48,0.234,38,24,1,1,0,1,1,987/H,,abnersh01
389,Ken Caminiti#,25,HOU,NL,-0.6,30,89,83,5,15,2,0,1,7,0,0,5,18,0.181,0.225,0.241,0.466,37,0.226,31,20,3,0,0,1,0,5/H,,caminke01
390,Donell Nixon,26,SFG,NL,1,59,89,78,15,27,3,0,0,6,11,8,10,12,0.346,0.42,0.385,0.805,138,0.37,149,30,1,0,1,0,0,7H8,,nixondo01
391,Gary Sheffield,19,MIL,AL,-0.1,24,89,80,12,19,1,0,4,12,3,1,7,7,0.238,0.295,0.4,0.695,93,0.324,93,32,5,0,1,1,0,6,,sheffga01
392,David Cone*,25,NYM,NL,0.1,35,88,80,2,12,3,0,0,2,0,1,3,14,0.15,0.181,0.188,0.368,9,0.165,-15,15,0,0,5,0,0,1,ASCYA-3MVP-10,coneda01
393,José Cruz*,40,NYY,AL,-0.5,38,88,80,9,16,2,0,1,7,0,1,8,8,0.2,0.273,0.263,0.535,52,0.262,56,21,2,0,0,0,1,HD/79,,cruzjo01
394,Gus Polidor,26,CAL,AL,-1,54,87,81,4,12,3,0,0,4,0,0,3,11,0.148,0.179,0.185,0.364,4,0.191,0,15,2,0,3,0,0,65H/4D,,polidgu01
395,Eric Show,32,SDP,NL,0,32,87,81,5,12,1,0,0,4,0,0,1,27,0.148,0.159,0.16,0.319,-7,0.18,-13,13,0,0,5,0,0,1,,shower01
396,Chris Bando#,32,2TM,AL,-0.4,33,86,72,6,9,1,0,1,8,0,0,8,12,0.125,0.217,0.181,0.397,12,0.206,6,13,4,1,3,2,0,2/H,,bandoch01
397,José DeLeón,27,STL,NL,-0.3,35,86,72,1,10,1,0,0,2,0,0,1,19,0.139,0.162,0.153,0.315,-9,0.147,-54,11,1,1,12,0,0,Jan-79,,deleojo01
398,Kevin Gross,27,PHI,NL,0.1,33,86,75,6,13,1,0,0,2,0,0,2,28,0.173,0.205,0.187,0.392,13,0.183,-16,14,2,1,8,0,0,1,AS,grosske01
399,Chico Walker#,30,CAL,AL,-0.6,33,86,78,8,12,1,0,0,2,2,1,6,15,0.154,0.214,0.167,0.381,10,0.196,5,13,2,0,2,0,0,H8/475,,walkech01
400,Doug Dascenzo#,24,CHC,NL,0.6,26,85,75,9,16,3,0,0,4,6,1,9,4,0.213,0.298,0.253,0.551,57,0.315,78,19,2,0,1,0,1,8/H,,dascedo01
401,Mike Felder#,26,MIL,AL,-0.9,50,85,81,14,14,1,0,0,5,8,2,0,11,0.173,0.183,0.185,0.368,3,0.181,-20,15,1,1,3,0,0,HD78/94,,feldemi01
402,Kevin Romine,27,BOS,AL,-1.1,57,85,78,17,15,2,1,1,6,2,0,7,15,0.192,0.259,0.282,0.541,50,0.267,47,22,3,0,0,0,0,9H/87D,,rominke01
403,Rick Sutcliffe*,32,CHC,NL,0.5,33,85,75,8,12,5,0,1,6,1,0,3,18,0.16,0.198,0.267,0.464,30,0.225,15,20,0,1,4,2,0,1/H,,sutclri01
404,Doug Drabek,25,PIT,NL,0.3,33,84,76,4,13,3,2,0,5,0,0,1,25,0.171,0.203,0.263,0.466,34,0.211,13,20,0,2,5,0,0,1,,drabedo01
405,Roberto Kelly,23,NYY,AL,0.3,38,84,77,9,19,4,1,1,7,5,2,3,15,0.247,0.272,0.364,0.635,78,0.308,82,28,0,0,3,1,0,8H/D97,,kellyro01
406,Rick Mahler,34,ATL,NL,-0.3,39,84,72,3,9,1,0,0,5,0,0,0,20,0.125,0.137,0.139,0.276,-22,0.14,-62,10,1,1,11,0,0,1,,mahleri01
407,Tim Leary,29,LAD,NL,0.8,36,83,67,4,18,3,0,0,9,0,1,1,26,0.269,0.286,0.313,0.599,74,0.263,56,21,0,1,13,1,0,1/H,SS,learyti01
408,Ed Romero,30,BOS,AL,-0.6,31,83,75,3,18,3,0,0,5,0,0,3,8,0.24,0.272,0.28,0.552,53,0.251,38,21,4,1,2,2,0,5/64H3D,,romered01
409,Jackie Gutiérrez,28,PHI,NL,-0.3,33,82,77,8,19,4,0,0,9,0,0,2,9,0.247,0.259,0.299,0.558,60,0.261,52,23,2,0,1,2,0,65/H,,gutieja01
410,Dennis Rasmussen*,29,2TM,NL,0.5,31,82,70,7,14,2,0,0,4,0,0,4,23,0.2,0.25,0.229,0.479,39,0.248,39,16,2,1,6,1,0,1,,rasmude01
411,Nolan Ryan,41,HOU,NL,-0.3,33,81,70,1,4,0,0,0,2,0,0,4,34,0.057,0.108,0.057,0.165,-50,0.112,-68,4,1,0,7,0,0,1,,ryanno01
412,Russ Morman,26,CHW,AL,-0.7,40,80,75,8,18,2,0,0,3,0,0,3,17,0.24,0.269,0.267,0.536,51,0.259,47,20,5,0,2,0,0,3H7/D,,mormaru01
413,Tom Prince,23,PIT,NL,-0.4,29,80,74,3,13,2,0,0,6,0,0,4,15,0.176,0.218,0.203,0.421,23,0.244,42,15,5,0,2,0,0,2/H,,princto01
414,Tom Lawless,31,STL,NL,0.1,54,79,65,9,10,2,1,1,3,6,0,7,9,0.154,0.236,0.262,0.498,43,0.269,36,17,1,0,7,0,0,H5/4793,,lawleto01
415,Keith Miller,25,NYM,NL,-0.6,40,79,70,9,15,1,1,1,5,0,5,6,10,0.214,0.276,0.3,0.576,70,0.27,90,21,1,0,3,0,0,H4/659,,milleke01
416,Mike Scott,33,HOU,NL,-0.5,32,79,71,1,6,1,0,0,5,0,0,1,27,0.085,0.097,0.099,0.196,-42,0.091,-86,7,0,0,7,0,0,1,,scottmi03
417,Mario Díaz,26,SEA,AL,0,28,76,72,6,22,5,0,0,9,0,0,3,5,0.306,0.329,0.375,0.704,94,0.316,86,27,3,0,0,1,0,6/H435,,diazma01
418,Bob Walk,31,PIT,NL,-0.2,34,76,69,3,6,1,0,0,5,0,1,2,31,0.087,0.137,0.101,0.238,-30,0.138,-37,7,0,2,3,0,0,1/H,AS,walkbo01
419,Ed Whitson,33,SDP,NL,0.2,34,76,66,4,11,3,0,0,3,0,0,1,23,0.167,0.179,0.212,0.391,13,0.191,-11,14,0,0,9,0,0,1,,whitsed01
420,Gary Varsho*,27,CHC,NL,-0.3,46,75,73,6,20,3,0,0,5,5,0,1,6,0.274,0.28,0.315,0.595,68,0.31,72,23,0,0,0,1,0,H7/9,,varshga01
421,Jeff Blauser,22,ATL,NL,0.5,18,74,67,7,16,3,1,2,7,0,1,2,11,0.239,0.268,0.403,0.671,88,0.304,86,27,1,1,3,1,0,/46H,,blausje01
422,Andy Hawkins,28,SDP,NL,-0.4,33,74,62,3,7,0,0,0,3,0,0,1,19,0.113,0.125,0.113,0.238,-31,0.11,-83,7,0,0,10,1,0,1,,hawkian01
423,Bruce Fields*,27,SEA,AL,-0.1,39,73,67,8,18,5,0,1,5,0,1,4,11,0.269,0.31,0.388,0.698,92,0.32,93,26,2,0,2,0,0,H7/9D8,,fieldbr01
424,Sam Horn*,24,BOS,AL,-0.4,24,73,61,4,9,0,0,2,8,0,0,11,20,0.148,0.274,0.246,0.52,45,0.259,43,15,1,0,0,1,3,D/H,,hornsa01
425,Jerry Mumphrey#,35,CHC,NL,-1.1,63,73,66,3,9,2,0,0,9,0,0,7,16,0.136,0.219,0.167,0.386,11,0.201,1,11,3,0,0,0,2,H/7,,mumphje01
426,John Smiley*,23,PIT,NL,-0.4,34,73,63,2,5,1,0,0,1,0,0,3,30,0.079,0.121,0.095,0.216,-36,0.106,-77,6,0,0,7,0,0,1,,smilejo01
427,Sid Fernandez*,25,NYM,NL,0.7,31,72,56,1,14,2,0,0,9,0,0,5,14,0.25,0.308,0.286,0.593,76,0.286,75,16,2,1,7,3,0,1,,fernasi01
428,Don Carman*,28,PHI,NL,-0.7,36,71,63,1,3,0,0,0,0,0,0,0,19,0.048,0.048,0.048,0.095,-73,0.058,-124,3,1,0,8,0,0,1,,carmado01
429,Jim Deshaies*,28,HOU,NL,-0.6,31,71,63,1,3,0,0,0,3,0,1,2,38,0.048,0.077,0.048,0.125,-63,0.07,-96,3,1,0,6,0,0,1,,deshaji01
430,Tom Glavine*,22,ATL,NL,0,42,71,60,6,11,1,0,0,5,0,0,3,15,0.183,0.222,0.2,0.422,21,0.198,-10,12,0,0,8,0,0,1/H,,glavito02
431,Jamie Moyer*,25,CHC,NL,-0.3,34,71,60,4,5,1,0,0,1,0,0,3,25,0.083,0.127,0.1,0.227,-35,0.126,-71,6,2,0,8,0,0,1,,moyerja01
432,Gary Thurman,23,KCR,AL,-0.7,35,70,66,6,11,1,0,0,2,5,1,4,20,0.167,0.214,0.182,0.396,12,0.213,8,12,0,0,0,0,0,78/HD,,thurmga01
433,John Tudor*,34,2TM,NL,-0.4,32,70,59,0,5,0,0,0,0,0,0,4,24,0.085,0.143,0.085,0.228,-33,0.116,-72,5,1,0,7,0,0,1/H,,tudorjo01
434,Jimmy Jones,24,SDP,NL,0.1,32,69,55,2,9,0,0,1,4,0,0,4,12,0.164,0.217,0.218,0.435,26,0.204,-2,12,0,0,9,1,0,1/H,,jonesji02
435,Shane Rawley,32,PHI,NL,-0.3,32,69,57,0,6,2,0,0,1,0,0,1,19,0.105,0.121,0.14,0.261,-25,0.12,-82,8,1,0,11,0,0,1,,rawlesh01
436,Wayne Tolleson#,32,NYY,AL,0.2,21,69,59,8,15,2,0,0,5,1,0,8,12,0.254,0.338,0.288,0.626,79,0.313,85,17,1,0,1,1,0,45/H6,,tollewa01
437,Juan Beníquez,38,TOR,AL,0.2,27,68,58,9,17,2,0,1,8,0,0,8,6,0.293,0.373,0.379,0.752,112,0.358,120,22,4,0,1,1,0,DH/7,,beniqju01
438,Bárbaro Garbey,31,TEX,AL,-0.4,30,67,62,4,12,2,0,0,5,0,0,4,11,0.194,0.239,0.226,0.465,30,0.23,27,14,3,0,0,1,0,H/37D59,,garbeba01
439,Domingo Ramos,30,2TM,AL,-0.2,32,67,61,10,14,1,0,0,5,0,0,3,7,0.23,0.269,0.246,0.515,45,0.238,34,15,2,1,0,2,0,45/H367,,ramosdo01
440,Bob Ojeda*,30,NYM,NL,0.1,30,66,61,0,10,1,0,0,3,0,0,1,22,0.164,0.177,0.18,0.358,6,0.179,-9,11,0,0,4,0,0,1/H,,ojedabo01
441,Calvin Schiraldi,26,CHC,NL,-0.2,29,66,60,4,6,1,0,0,5,0,0,1,26,0.1,0.113,0.117,0.23,-35,0.135,-55,7,0,0,4,1,0,1,,schirca01
442,Jeff Stone*,27,BAL,AL,-1.3,26,66,61,4,10,1,0,0,1,4,1,4,11,0.164,0.215,0.18,0.396,14,0.197,1,11,3,0,1,0,0,7/H9D,,stoneje01
443,Bob Knepper*,34,HOU,NL,-0.1,27,65,48,1,6,0,0,0,3,0,0,2,17,0.125,0.157,0.125,0.282,-16,0.134,-75,6,0,0,14,1,0,1,AS,kneppbo01
444,Bryn Smith,32,MON,NL,-0.2,32,65,55,0,6,1,0,0,2,0,0,2,21,0.109,0.14,0.127,0.268,-24,0.127,-72,7,0,0,8,0,0,1,,smithbr01
445,Butch Wynegar#,32,CAL,AL,0.5,27,65,55,8,14,4,1,1,8,0,0,8,7,0.255,0.338,0.418,0.757,114,0.344,113,23,2,0,0,2,1,2/H,,wynegbu01
446,Dámaso García,31,ATL,NL,-0.7,21,64,60,3,7,1,0,1,4,1,0,3,10,0.117,0.159,0.183,0.342,-3,0.18,-16,11,4,0,1,0,0,4/H,,garcida01
447,Mark Lemke#,22,ATL,NL,-0.4,16,64,58,8,13,4,0,0,2,0,2,4,5,0.224,0.274,0.293,0.567,61,0.245,48,17,1,0,2,0,0,4,,lemkema01
448,Pascual Pérez,31,MON,NL,-0.8,41,64,54,6,2,0,0,0,0,0,1,3,25,0.037,0.103,0.037,0.14,-59,0.071,-105,2,0,1,6,0,0,1H,,perezpa01
449,Mike Sharperson,26,LAD,NL,0,46,64,59,8,16,1,0,0,4,0,1,1,12,0.271,0.29,0.288,0.578,69,0.27,67,17,1,1,2,1,0,H4/56,,sharpmi01
450,Tommy Barrett#,28,PHI,NL,-0.1,36,63,54,5,11,1,0,0,3,0,0,7,8,0.204,0.306,0.222,0.529,54,0.257,49,12,1,1,1,0,0,H4,,barreto01
451,Rob Ducey*,23,TOR,AL,0.7,27,63,54,15,17,4,1,0,6,1,0,5,7,0.315,0.361,0.426,0.787,120,0.367,124,23,1,0,2,2,0,8/H7D,,duceyro01
452,Ángel Salazar,26,CHC,NL,-0.4,34,63,60,4,15,1,1,0,1,0,0,1,11,0.25,0.262,0.3,0.562,58,0.292,70,18,1,0,2,0,1,6/H45,,salazan01
453,Sal Butera,35,TOR,AL,0,23,62,60,3,14,2,1,1,6,0,0,1,9,0.233,0.246,0.35,0.596,65,0.264,52,21,1,0,1,0,0,2/H,,butersa01
454,Dave Hengel,26,SEA,AL,-0.7,26,62,60,3,10,1,0,2,7,0,0,1,15,0.167,0.177,0.283,0.461,25,0.202,5,17,0,0,0,1,0,D/H97,,hengeda01
455,Tom Nieto,27,MIN,AL,-1,24,62,60,1,4,0,0,0,0,0,0,1,17,0.067,0.097,0.067,0.163,-53,0.097,-68,4,2,1,0,0,0,2,,nietoto01
456,Pete Smith,22,ATL,NL,-0.1,32,62,53,2,6,1,0,0,0,0,0,1,11,0.113,0.13,0.132,0.262,-26,0.155,-48,7,1,0,8,0,0,1,,smithpe02
457,Tim Belcher,26,LAD,NL,-0.1,36,61,56,2,4,2,0,1,3,0,0,0,28,0.071,0.071,0.161,0.232,-34,0.135,-51,9,0,0,5,0,0,1,ROY-3,belchti01
458,Kelly Downs,27,SFG,NL,0.4,27,61,54,7,9,2,1,0,3,0,0,3,17,0.167,0.211,0.241,0.451,32,0.223,25,13,1,0,4,0,0,1,,downske01
459,Danny Darwin,32,HOU,NL,-0.2,44,60,56,3,4,2,0,1,7,0,0,1,22,0.071,0.086,0.161,0.247,-29,0.111,-60,9,0,0,2,1,0,1,,darwida01
460,Steve Lake,31,STL,NL,0.5,36,59,54,5,15,3,0,1,4,0,0,3,15,0.278,0.339,0.389,0.728,108,0.364,129,21,0,2,0,0,0,2H,,lakest01
